"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvenamoji vietovė","Matavimo vienetai","Reikšmė"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","350938"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","341761"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","335221"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","328699"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","323353"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","316278"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","303110"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","295824"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","290943"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","286925"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","282811"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","277952"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","272552"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","268546"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","265498"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","263895"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","262220"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","261145"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","264056"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","266803"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių apskritis","Miestas ir kaimas","asmenys","266736"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","28951"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","28239"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","27328"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","26665"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","25967"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","25310"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","24501"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","23460"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","22796"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","22288"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","21897"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","21628"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","21187"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","20814"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","20365"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","20056"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","19783"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","19585"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","19259"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","19301"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","19117"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Akmenės r. sav.","Miestas ir kaimas","asmenys","18936"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","31012"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","30536"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","29746"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","29083"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","28543"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","28085"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","27427"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","26322"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","25584"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","25047"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","24607"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","24117"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","23424"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","22692"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","21868"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","21598"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","21454"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","21284"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","20898"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","20542"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","20288"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Joniškio r. sav.","Miestas ir kaimas","asmenys","20014"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","39498"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","38551"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","37383"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","36488"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","35602"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","34777"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","33842"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","32566"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","31722"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","31218"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","30610"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","29884"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","29141"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","28461"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","27689"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","26926"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","26421"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","26026"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","25401"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","24877"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","24353"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Kelmės r. sav.","Miestas ir kaimas","asmenys","24068"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","28535"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","28025"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","27252"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","26589"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","25953"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","25434"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","24705"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","23847"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","23170"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","22603"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","22147"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","21813"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","21194"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","20589"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","19873"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","19474"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","19159"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","18827"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","18497"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","18120"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","17867"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Pakruojo r. sav.","Miestas ir kaimas","asmenys","17618"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","50638"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","49668"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","48474"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","47500"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","46681"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","45668"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","44518"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","42606"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","41489"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","40658"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","40029"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","39364"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","38591"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","37601"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","36790"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","35972"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","35309"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","34928"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","34559"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","34404"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","34283"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Radviliškio r. sav.","Miestas ir kaimas","asmenys","33962"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","127805"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","125360"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","122236"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","120272"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","117829"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","116196"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","114506"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","109748"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","107689"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","106340"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","105298"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","104009"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","102603"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100994"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100824"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100125"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100610"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Šiaulių m. sav.","Miestas ir kaimas","asmenys","100653"
